task_id,sentence,tkn_start,tkn_end,chunk,entity,assertion_label
10,"In term of innovation, Hefame's F+ project has received the prize of the Technological Innovation in Murcia during the third edition of the prizes of the Foro Nueva Murcia.On a national scale, the Group  Hefame has received the Mención de Honor of the IX Edition of the Premio Empresa Flexible patronized by the Ministry of Health, Social Policy and Equality",13,16,Technological Innovation in Murcia,ORG,PAST
10,"In term of innovation, Hefame's F+ project has received the prize of the Technological Innovation in Murcia during the third edition of the prizes of the Foro Nueva Murcia.On a national scale, the Group  Hefame has received the Mención de Honor of the IX Edition of the Premio Empresa Flexible patronized by the Ministry of Health, Social Policy and Equality",26,27,Foro Nueva,ORG,PAST
10,"In term of innovation, Hefame's F+ project has received the prize of the Technological Innovation in Murcia during the third edition of the prizes of the Foro Nueva Murcia.On a national scale, the Group  Hefame has received the Mención de Honor of the IX Edition of the Premio Empresa Flexible patronized by the Ministry of Health, Social Policy and Equality",33,34,Group  Hefame,ORG,PAST
10,"In term of innovation, Hefame's F+ project has received the prize of the Technological Innovation in Murcia during the third edition of the prizes of the Foro Nueva Murcia.On a national scale, the Group  Hefame has received the Mención de Honor of the IX Edition of the Premio Empresa Flexible patronized by the Ministry of Health, Social Policy and Equality",53,59,"Ministry of Health, Social Policy and Equality",ORG,PAST
11,The Independent Institute of Education (IIE) is a private higher education institution in South Africa and is a wholly owned subsidiary of investment holding company ADvTECH Group Limited.,1,4,Independent Institute of Education,ORG,PRESENT
11,The Independent Institute of Education (IIE) is a private higher education institution in South Africa and is a wholly owned subsidiary of investment holding company ADvTECH Group Limited.,5,5,IIE,ALIAS,PRESENT
11,The Independent Institute of Education (IIE) is a private higher education institution in South Africa and is a wholly owned subsidiary of investment holding company ADvTECH Group Limited.,13,14,South Africa,LOC,PRESENT
11,The Independent Institute of Education (IIE) is a private higher education institution in South Africa and is a wholly owned subsidiary of investment holding company ADvTECH Group Limited.,25,27,ADvTECH Group Limited,ORG,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",1,1,IIE,ORG,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",18,19,South Africa,LOC,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",21,21,Vega,ORG,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",22,23,Varsity College,ORG,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",24,25,Rosebank College,ORG,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",27,29,The Business School,ORG,PRESENT
11,"The IIE confers a range of tertiary qualifications, through various faculties, via a number of academic institutions in South Africa, including Vega, Varsity College, Rosebank College and The Business School at Varsity College.",31,32,Varsity College,ORG,PRESENT
11,History The Independent Institute of Education was founded in 2004 as the academic leadership and governance body within the ADvTECH Group.,1,5,The Independent Institute of Education,ORG,PAST
11,History The Independent Institute of Education was founded in 2004 as the academic leadership and governance body within the ADvTECH Group.,9,9,2004,DATE,PAST
11,History The Independent Institute of Education was founded in 2004 as the academic leadership and governance body within the ADvTECH Group.,19,20,ADvTECH Group,ORG,PAST
11,"It is responsible for overseeing all of the Group's academic campuses, and developing, assessing, certifying, and overseeing the delivery of curricula at its campuses.In June 2015, ADvTECH reported that The IIE had 31,000 tertiary students, 25,000 of whom are full-time, enrolled across 20 campuses in South Africa.",24,25,June 2015,DATE,PAST
11,"It is responsible for overseeing all of the Group's academic campuses, and developing, assessing, certifying, and overseeing the delivery of curricula at its campuses.In June 2015, ADvTECH reported that The IIE had 31,000 tertiary students, 25,000 of whom are full-time, enrolled across 20 campuses in South Africa.",26,26,ADvTECH,ORG,PAST
11,"It is responsible for overseeing all of the Group's academic campuses, and developing, assessing, certifying, and overseeing the delivery of curricula at its campuses.In June 2015, ADvTECH reported that The IIE had 31,000 tertiary students, 25,000 of whom are full-time, enrolled across 20 campuses in South Africa.",30,30,IIE,ORG,PAST
11,"It is responsible for overseeing all of the Group's academic campuses, and developing, assessing, certifying, and overseeing the delivery of curricula at its campuses.In June 2015, ADvTECH reported that The IIE had 31,000 tertiary students, 25,000 of whom are full-time, enrolled across 20 campuses in South Africa.",45,46,South Africa,LOC,PAST
11,"Divisions and Structure The IIE oversees a number of academic institutions in South Africa, including:The IIE confers a broad range of qualifications, covering a variety of NQF levels, organized across its various faculties.",4,4,IIE,ORG,PRESENT
11,"Divisions and Structure The IIE oversees a number of academic institutions in South Africa, including:The IIE confers a broad range of qualifications, covering a variety of NQF levels, organized across its various faculties.",12,13,South Africa,LOC,PRESENT
11,"Divisions and Structure The IIE oversees a number of academic institutions in South Africa, including:The IIE confers a broad range of qualifications, covering a variety of NQF levels, organized across its various faculties.",15,15,IIE,ORG,PRESENT
11,"Divisions and Structure The IIE oversees a number of academic institutions in South Africa, including:The IIE confers a broad range of qualifications, covering a variety of NQF levels, organized across its various faculties.",26,26,NQF,ORG,PRESENT
11,"The Institute also operates a number of workshops and short courses, and offers distance education for some of its qualifications.Tuition for other institutions such as Unisa, UFS, and IMM has also been available on some IIE campuses, but this provision is now being phased out in line with regulatory requirements.",1,1,Institute,ORG,PRESENT
11,"The Institute also operates a number of workshops and short courses, and offers distance education for some of its qualifications.Tuition for other institutions such as Unisa, UFS, and IMM has also been available on some IIE campuses, but this provision is now being phased out in line with regulatory requirements.",25,25,Unisa,ORG,PRESENT
11,"The Institute also operates a number of workshops and short courses, and offers distance education for some of its qualifications.Tuition for other institutions such as Unisa, UFS, and IMM has also been available on some IIE campuses, but this provision is now being phased out in line with regulatory requirements.",26,26,UFS,ORG,PRESENT
11,"The Institute also operates a number of workshops and short courses, and offers distance education for some of its qualifications.Tuition for other institutions such as Unisa, UFS, and IMM has also been available on some IIE campuses, but this provision is now being phased out in line with regulatory requirements.",28,28,IMM,ORG,PRESENT
11,"The Institute also operates a number of workshops and short courses, and offers distance education for some of its qualifications.Tuition for other institutions such as Unisa, UFS, and IMM has also been available on some IIE campuses, but this provision is now being phased out in line with regulatory requirements.",35,35,IIE,ORG,PRESENT
11,"Accreditation The IIE is registered with the Department of Higher Education and Training as a private higher education provider, under the Higher Education Act, 1997.",2,2,IIE,ORG,PRESENT
11,"Accreditation The IIE is registered with the Department of Higher Education and Training as a private higher education provider, under the Higher Education Act, 1997.",7,12,Department of Higher Education and Training,ORG,PRESENT
11,"Accreditation The IIE is registered with the Department of Higher Education and Training as a private higher education provider, under the Higher Education Act, 1997.",24,24,1997,DATE,PAST
11,The IIE is also accredited by the British Accreditation Council.,1,1,IIE,ORG,PRESENT
11,The IIE is also accredited by the British Accreditation Council.,7,9,British Accreditation Council,ORG,PRESENT
12,"Al Mada, formerly the Société Nationale d'Investissement (SNI, lit.",0,1,Al Mada,ORG,PRESENT
12,"Al Mada, formerly the Société Nationale d'Investissement (SNI, lit.",4,6,Société Nationale d'Investissement,FORMER_NAME,PAST
12,"Al Mada, formerly the Société Nationale d'Investissement (SNI, lit.",7,7,SNI,ALIAS,PRESENT
12,"Headquartered in Casablanca, the company was established in 1966.",2,2,Casablanca,LOC,PRESENT
12,"Headquartered in Casablanca, the company was established in 1966.",8,8,1966,DATE,PAST
12,"Al Mada operates in different fields such as banking, telecommunications, renewable energy businesses and food industry among others.The conglomerate also holds stakes in the country's largest private companies: Attijariwafa Bank, Managem",0,1,Al Mada,ORG,PRESENT
12,"Al Mada operates in different fields such as banking, telecommunications, renewable energy businesses and food industry among others.The conglomerate also holds stakes in the country's largest private companies: Attijariwafa Bank, Managem",28,29,Attijariwafa Bank,ORG,PRESENT
12,"Al Mada operates in different fields such as banking, telecommunications, renewable energy businesses and food industry among others.The conglomerate also holds stakes in the country's largest private companies: Attijariwafa Bank, Managem",30,30,Managem,ORG,PRESENT
12,"(mining), Nareva (energy firm), Lafarge Ciments, and Marjane (supermarket chain).",1,1,Nareva,ORG,PRESENT
12,"(mining), Nareva (energy firm), Lafarge Ciments, and Marjane (supermarket chain).",4,5,Lafarge Ciments,ORG,PRESENT
12,"(mining), Nareva (energy firm), Lafarge Ciments, and Marjane (supermarket chain).",7,7,Marjane,ORG,PRESENT
12,"Al Mada is investing in other African countries (Cameroon, Ivory Coast, Rwanda, Gabon, etc.).",0,1,Al Mada,ORG,PRESENT
12,"Al Mada is investing in other African countries (Cameroon, Ivory Coast, Rwanda, Gabon, etc.).",8,8,Cameroon,LOC,PRESENT
12,"Al Mada is investing in other African countries (Cameroon, Ivory Coast, Rwanda, Gabon, etc.).",9,10,Ivory Coast,LOC,PRESENT
12,"Al Mada is investing in other African countries (Cameroon, Ivory Coast, Rwanda, Gabon, etc.).",11,11,Rwanda,LOC,PRESENT
12,"Al Mada is investing in other African countries (Cameroon, Ivory Coast, Rwanda, Gabon, etc.).",12,12,Gabon,LOC,PRESENT
12,"The holding company used to be the majority shareholder of the now defunct ONA Group, until the activities of the latter were absorbed into the SNI and subsequently disposed of.In 2012, the company's consolidated turnover was MAD53 billion (US$5.3 billion) and its net income was MAD5 billion (US$500 million).",13,14,ONA Group,ORG,PAST
12,"The holding company used to be the majority shareholder of the now defunct ONA Group, until the activities of the latter were absorbed into the SNI and subsequently disposed of.In 2012, the company's consolidated turnover was MAD53 billion (US$5.3 billion) and its net income was MAD5 billion (US$500 million).",25,25,SNI,ORG,PAST
12,"The holding company used to be the majority shareholder of the now defunct ONA Group, until the activities of the latter were absorbed into the SNI and subsequently disposed of.In 2012, the company's consolidated turnover was MAD53 billion (US$5.3 billion) and its net income was MAD5 billion (US$500 million).",30,30,2012,DATE,PAST
12,"History Created in 1966, SNI has been listed on the Casablanca Stock Exchange since 1994.In 2009, The conglomerate registered a consolidated net income of MAD2.3 billion.",3,3,1966,DATE,PAST
12,"History Created in 1966, SNI has been listed on the Casablanca Stock Exchange since 1994.In 2009, The conglomerate registered a consolidated net income of MAD2.3 billion.",4,4,SNI,ORG,PAST
12,"History Created in 1966, SNI has been listed on the Casablanca Stock Exchange since 1994.In 2009, The conglomerate registered a consolidated net income of MAD2.3 billion.",10,12,Casablanca Stock Exchange,STOCK_EXCHANGE,PAST
12,"History Created in 1966, SNI has been listed on the Casablanca Stock Exchange since 1994.In 2009, The conglomerate registered a consolidated net income of MAD2.3 billion.",15,15,2009,DATE,PAST
12,"The company invested nearly MAD5.52 billion, mainly by acquiring 10% of Attijariwafa Bank's capital from the Spanish bank Santander.Despite the unfavourable global context, the company's performance increased 365% in 2009, with a turnover of MAD3.42 billion, compared to the previous year.",11,11,Attijariwafa,ORG,PAST
12,"The company invested nearly MAD5.52 billion, mainly by acquiring 10% of Attijariwafa Bank's capital from the Spanish bank Santander.Despite the unfavourable global context, the company's performance increased 365% in 2009, with a turnover of MAD3.42 billion, compared to the previous year.",29,29,2009,DATE,PAST
12,"= Restructuring and merger with ONA Group =The company planned a merger with ONA (Omnium Nord-Africain), to diversify their investments’ portfolio, in 2009.",5,6,ONA Group,ORG,PAST
12,"= Restructuring and merger with ONA Group =The company planned a merger with ONA (Omnium Nord-Africain), to diversify their investments’ portfolio, in 2009.",13,13,ONA,ORG,PAST
12,"= Restructuring and merger with ONA Group =The company planned a merger with ONA (Omnium Nord-Africain), to diversify their investments’ portfolio, in 2009.",14,15,Omnium Nord-Africain,ALIAS,PAST
12,"= Restructuring and merger with ONA Group =The company planned a merger with ONA (Omnium Nord-Africain), to diversify their investments’ portfolio, in 2009.",22,22,2009,DATE,PAST
12,"The merger was only announced by the boards of the two companies on March 26, 2010.",13,15,"March 26, 2010",DATE,PAST
12,"The reorganisation gave the group's subsidiaries a larger autonomy in the management of their affairs.As a result of the SNI-ONA merger, both companies have been delisted from the Casablanca stock market, forming a new investment holding company.",28,28,Casablanca,STOCK_EXCHANGE,PAST
12,"They later list their subsidiaries on the stock exchange market once they reach maturity growth.According to the Casablanca Stock Exchange chief executive, Karim Hajji, the SNI-ONA merger “will improve greatly the liquidity of Casablanca bourse and spur other companies to relinquish their majority controls and sell shares to investors via the bourse.",17,19,Casablanca Stock Exchange,STOCK_EXCHANGE,PAST
12,"They later list their subsidiaries on the stock exchange market once they reach maturity growth.According to the Casablanca Stock Exchange chief executive, Karim Hajji, the SNI-ONA merger “will improve greatly the liquidity of Casablanca bourse and spur other companies to relinquish their majority controls and sell shares to investors via the bourse.",20,21,chief executive,ROLE,PAST
12,"They later list their subsidiaries on the stock exchange market once they reach maturity growth.According to the Casablanca Stock Exchange chief executive, Karim Hajji, the SNI-ONA merger “will improve greatly the liquidity of Casablanca bourse and spur other companies to relinquish their majority controls and sell shares to investors via the bourse.",22,23,Karim Hajji,PER,PAST
12,"They later list their subsidiaries on the stock exchange market once they reach maturity growth.According to the Casablanca Stock Exchange chief executive, Karim Hajji, the SNI-ONA merger “will improve greatly the liquidity of Casablanca bourse and spur other companies to relinquish their majority controls and sell shares to investors via the bourse.",33,33,Casablanca,STOCK_EXCHANGE,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",1,3,"February 22, 2013",DATE,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",12,13,Centrale Laitière,ORG,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",23,25,"November 30, 2014",DATE,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",27,27,SNI,ORG,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",29,30,Hassan Ouriagli,PER,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",34,34,CEO,ROLE,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",37,37,Hassan,PER,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",39,39,2015,DATE,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",53,53,2016,DATE,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",67,68,Lafarge Ciments,ORG,PAST
12,"""On February 22, 2013, the group agreed to sell its stakes in Centrale Laitière (dairy firm) to French partner Danone for $727.23 million.On November 30, 2014, the SNI appointed Hassan Ouriagli as the new CEO to replace Hassan Bouhemou.In 2015, the net profit attributable to shareholders rose from MAD3.31 billion to MAD3.56 billion.In 2016, the group registered a 34% rise in net profit, following the merger with Lafarge Ciments and Holcim Maroc.",70,71,Holcim Maroc,ORG,PAST
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",3,4,Al Mada,ORG,PAST
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",10,10,SNI,FORMER_NAME,PAST
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",15,16,Al Mada,ORG,PRESENT
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",18,18,المدى,ALIAS,PRESENT
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",38,39,March 2020,DATE,PAST
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",40,41,Al Mada,PER,PAST
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",53,53,King,ROLE,PAST
12,"= Renaming to Al Mada =On 28 March 2018, the SNI adopted its current name, Al Mada (Arabic: المدى), as well as a new slogan, ""Positive Impact"", as it planned to expand its presence throughout the African continent.In March 2020, Al Mada donated 2 million dirhams to a COVID-19 emergency fund created by King Mohammed VI.",54,55,Mohammed VI,PER,PAST
12,"Its main activities encompass financial services with Attijariwafa Bank, mass distribution with Marjane, telecommunications with Inwi and mining with Managem Group.",7,8,Attijariwafa Bank,ORG,PRESENT
12,"Its main activities encompass financial services with Attijariwafa Bank, mass distribution with Marjane, telecommunications with Inwi and mining with Managem Group.",12,12,Marjane,ORG,PRESENT
12,"Its main activities encompass financial services with Attijariwafa Bank, mass distribution with Marjane, telecommunications with Inwi and mining with Managem Group.",15,15,Inwi,ORG,PRESENT
12,"Its main activities encompass financial services with Attijariwafa Bank, mass distribution with Marjane, telecommunications with Inwi and mining with Managem Group.",19,20,Managem Group,ORG,PRESENT
12,"Societe Nationale d'Investissement has invested as well in renewable energy, tourism and real estate.",0,2,Societe Nationale d'Investissement,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",10,10,Lafarge,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",12,13,Lafarge Maroc,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",15,17,Arcelor Mittal in,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",22,22,2012,DATE,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",24,24,2013,DATE,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",28,29,ONA Group,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",53,53,Sofiprotéol,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",54,54,Danone,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",55,56,Wilmar International,ORG,PAST
12,"It has partnered as well with foreign investors such as Lafarge in Lafarge Maroc and Arcelor Mittal in Sonasid.It has exited in 2012 and 2013 from the historic ONA Group agri-business activities, by selling its stakes in leader companies in edible oil, milk and dairy, sugar and biscuits to international leaders such as Sofiprotéol, Danone, Wilmar International and Mondelēz International.",58,59,Mondelēz International,ORG,PAST
12,"= Partnership with Lafarge & Holcim Maroc =In 2016, SNI partnered with Lafarge Ciment and Holcim Maroc.",3,6,Lafarge & Holcim Maroc,ORG,PAST
12,"= Partnership with Lafarge & Holcim Maroc =In 2016, SNI partnered with Lafarge Ciment and Holcim Maroc.",8,8,2016,DATE,PAST
12,"= Partnership with Lafarge & Holcim Maroc =In 2016, SNI partnered with Lafarge Ciment and Holcim Maroc.",9,9,SNI,ORG,PAST
12,"= Partnership with Lafarge & Holcim Maroc =In 2016, SNI partnered with Lafarge Ciment and Holcim Maroc.",12,13,Lafarge Ciment,ORG,PAST
12,"= Partnership with Lafarge & Holcim Maroc =In 2016, SNI partnered with Lafarge Ciment and Holcim Maroc.",15,16,Holcim Maroc,ORG,PAST
12,"The partnership is composed of two separate parts:The merging of Lafarge Ciments and Holcim Maroc produced LafargeHolcim Maroc, the second listed cement-manufacturers in Africa.The creation of a common development subsidiary in Sub-Saharan French speaking Africa.This operation is beneficial for both partners as they progress towards a Pan-African investment fund.",10,11,Lafarge Ciments,ORG,PAST
12,"The partnership is composed of two separate parts:The merging of Lafarge Ciments and Holcim Maroc produced LafargeHolcim Maroc, the second listed cement-manufacturers in Africa.The creation of a common development subsidiary in Sub-Saharan French speaking Africa.This operation is beneficial for both partners as they progress towards a Pan-African investment fund.",13,14,Holcim Maroc,ORG,PAST
12,"The partnership is composed of two separate parts:The merging of Lafarge Ciments and Holcim Maroc produced LafargeHolcim Maroc, the second listed cement-manufacturers in Africa.The creation of a common development subsidiary in Sub-Saharan French speaking Africa.This operation is beneficial for both partners as they progress towards a Pan-African investment fund.",16,17,LafargeHolcim Maroc,ORG,PAST
12,It created the first industrial market capitalization in Casablanca for an amount of MAD40 billion (EUR3.7 billion).,8,8,Casablanca,LOC,PAST
12,"Partnership's implementation process:Merging of Holcim Maroc and Lafarge CimentAssigning 50 percent to SNI of LafargeHolcim Maroc sharesContributing the new shares held by SNI and LafargeHolcim Maroc to Lafarge Maroc to retain the major part of the shares and controlThe partnership also resulted in the creation of a common development subsidiary called LH Maroc Afrique, that targets the Sub-Saharan French speaking Africa (Burkina Faso, Ivory Coast, Gabon, Mauritania and Mali...).",4,5,Holcim Maroc,ORG,PAST
12,"Partnership's implementation process:Merging of Holcim Maroc and Lafarge CimentAssigning 50 percent to SNI of LafargeHolcim Maroc sharesContributing the new shares held by SNI and LafargeHolcim Maroc to Lafarge Maroc to retain the major part of the shares and controlThe partnership also resulted in the creation of a common development subsidiary called LH Maroc Afrique, that targets the Sub-Saharan French speaking Africa (Burkina Faso, Ivory Coast, Gabon, Mauritania and Mali...).",12,12,SNI,ORG,PAST
12,"Partnership's implementation process:Merging of Holcim Maroc and Lafarge CimentAssigning 50 percent to SNI of LafargeHolcim Maroc sharesContributing the new shares held by SNI and LafargeHolcim Maroc to Lafarge Maroc to retain the major part of the shares and controlThe partnership also resulted in the creation of a common development subsidiary called LH Maroc Afrique, that targets the Sub-Saharan French speaking Africa (Burkina Faso, Ivory Coast, Gabon, Mauritania and Mali...).",14,15,LafargeHolcim Maroc,ORG,PAST
